request_id,strategy_name,workload_name,task_type,prompt_token_len,target_output_tokens,arrival_time,send_time,ttft_s,e2e_s,output_tokens,tokens_per_second,status,error,kv_cache_usage_pct,num_waiting_seqs,num_running_seqs,num_preemptions,num_preemptions_delta,spec_draft_acceptance_rate,spec_decode_efficiency,ttfb_s,itl_mean_ms,itl_p50_ms,itl_p95_ms,itl_max_ms,completion_ratio,rate_label,effective_rps
chat_0000,baseline_full_fp16_tp1,chat,chat,128,64,0.5100301436374005,1782479567.7035487,0.12856392498360947,2.180671023990726,64,31.187456069405687,ok,,0.0,0,0,0,0,0.0,0.0,0.12849541500327177,32.54578158763858,28.45929897739552,62.08610400790349,78.4120510215871,1.0,low,2.0
chat_0003,baseline_full_fp16_tp1,chat,chat,256,64,0.8097996880313094,1782479568.002766,0.1118443040177226,2.022999183012871,64,33.487605166594385,ok,,0.0,0,0,0,0,0.0,0.0,0.11181561299599707,30.313037682346824,28.410149010596797,57.10075900424272,68.93379800021648,1.0,low,2.0
chat_0001,baseline_full_fp16_tp1,chat,chat,128,128,0.5226945631587699,1782479567.7151194,0.14461937901796773,5.30760727301822,128,24.791845851264693,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.14458559901686385,40.625458629985204,28.617560979910195,78.25525000225753,698.2023589953315,1.0,low,2.0
chat_0006,baseline_full_fp16_tp1,chat,chat,512,64,3.1548265786103373,1782479570.3475122,0.22061183498590253,3.219347073987592,64,21.34233098261328,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.2205823539989069,47.544424476135255,32.01905800960958,79.44222199148498,698.4308310202323,1.0,low,2.0
chat_0009,baseline_full_fp16_tp1,chat,chat,1024,64,3.489450949215545,1782479570.681916,0.48496198299108073,3.1971888240077533,64,23.596846337531904,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.48493370300275274,42.991766666841976,32.018027995945886,79.45492200087756,319.7805310192052,1.0,low,2.0
chat_0012,baseline_full_fp16_tp1,chat,chat,128,64,3.9782142629686876,1782479571.1711214,0.28001042900723405,2.7085133609944023,64,26.35368446832831,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.2799823590030428,38.48274392057358,31.949405994964764,73.95450299372897,198.43201400362886,1.0,low,2.0
chat_0004,baseline_full_fp16_tp1,chat,chat,256,128,1.4765960244353509,1782479568.6698534,0.0962065240019001,5.368878392997431,128,24.2761171527984,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.09617828400223516,41.48311599998324,31.257458991603926,79.4522619980853,698.2638280023821,1.0,low,2.0
chat_0015,baseline_full_fp16_tp1,chat,chat,256,64,5.007470725283015,1782479572.19984,0.12169876100961119,2.5429571059939917,64,26.432536673575353,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.12166792099014856,38.38149396820911,31.9324960000813,79.36579201486893,198.43644500360824,1.0,low,2.0
chat_0007,baseline_full_fp16_tp1,chat,chat,512,128,3.20030278091362,1782479570.3929784,0.20392846298636869,6.089175031986088,128,21.749301154897136,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.2038860020111315,46.31313071659524,32.04163798363879,80.77803699416108,698.4225699852686,1.0,low,2.0
chat_0018,baseline_full_fp16_tp1,chat,chat,512,64,6.405757335028856,1782479573.5979753,0.242467652016785,2.9495136530022137,64,23.642006813590346,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.24243881201255135,42.88754976190079,32.40374199231155,63.3019270026125,451.1719180154614,1.0,low,2.0
chat_0010,baseline_full_fp16_tp1,chat,chat,1024,128,3.612809297195457,1782479570.8050478,0.4811210219922941,5.805755967012374,128,24.039206691477194,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.4810917820141185,41.899779590587386,32.04477799590677,79.41901197773404,451.08636701479554,1.0,low,2.0
chat_0013,baseline_full_fp16_tp1,chat,chat,128,128,4.089060097550528,1782479571.2814958,0.16978665298665874,5.329733699996723,128,24.80645611938396,ok,,0.06340358822504788,0,0,0,0,0.0,0.0,0.16976633298327215,40.60119092918192,32.026147993747145,73.96189298015088,451.15081800031476,1.0,low,2.0
chat_0016,baseline_full_fp16_tp1,chat,chat,256,128,5.131983934766426,1782479572.3248184,0.11898576098610647,5.344574885995826,128,24.494845832289183,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.11895574099617079,41.11758854348344,32.085888989968225,78.98982800543308,451.110118010547,1.0,low,2.0
chat_0021,baseline_full_fp16_tp1,chat,chat,1024,64,7.827395220838007,1782479575.0198936,0.3012047400115989,2.9087117339950055,64,24.544517099158078,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.3011736400076188,41.318408968407546,32.54955299780704,62.708741024835035,371.9065680052154,1.0,low,2.0
chat_0002,baseline_full_fp16_tp1,chat,chat,128,256,0.6835065951962527,1782479567.875997,0.09495429001981393,10.463555355003336,256,24.689926673382608,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.0949258400069084,40.64810211363924,31.78039498743601,78.27871898189187,698.2825490122195,1.0,low,2.0
chat_0019,baseline_full_fp16_tp1,chat,chat,512,128,6.409017319305989,1782479573.6016278,0.23897505400236696,5.342065264005214,128,25.08284093216698,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.23895457398612052,40.154860417292575,32.229609991190955,63.59397099004127,451.17109798593447,1.0,low,2.0
chat_0024,baseline_full_fp16_tp1,chat,chat,128,64,9.695597222350084,1782479576.889414,0.1195769680198282,2.437508991017239,64,27.61081833506016,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.11954777801292948,36.742192348890335,32.177099987166,63.37905902182683,191.52805898920633,1.0,low,2.0
chat_0027,baseline_full_fp16_tp1,chat,chat,256,64,10.000307355458421,1782479577.193164,0.11298073700163513,2.2410585780162364,64,30.074087877108287,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.11295236699515954,33.730331873003806,32.148188998689875,63.21619599475525,79.61386500392109,1.0,low,2.0
chat_0005,baseline_full_fp16_tp1,chat,chat,256,256,2.0411825288346472,1782479569.2339902,0.10322697000810876,10.609335321001709,256,24.36677706410568,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.10319823000463657,41.188658505915576,31.92757599754259,79.45346299675293,698.2447689806577,1.0,low,2.0
chat_0022,baseline_full_fp16_tp1,chat,chat,1024,128,8.035342764087297,1782479575.227849,0.3948718669998925,5.087409106025007,128,27.277354122093723,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.3948452470067423,36.92501240962654,32.22507002647035,63.650750991655514,191.48995901923627,1.0,low,2.0
chat_0008,baseline_full_fp16_tp1,chat,chat,512,256,3.4743258606118657,1782479570.6671252,0.31226239900570363,10.700958680012263,256,24.642168090719867,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.31222955900011584,40.728043560760426,32.0286980131641,78.98777700029314,506.98290299624205,1.0,low,2.0
chat_0011,baseline_full_fp16_tp1,chat,chat,1024,256,3.964767061128534,1782479571.157801,0.26188506197649986,10.211019951995695,256,25.730880406176308,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.2618548719910905,39.001996862797945,32.026348024373874,74.04609301011078,451.11968799028546,1.0,low,2.0
chat_0014,baseline_full_fp16_tp1,chat,chat,128,256,4.613806098161814,1782479571.8066308,0.10772497899597511,9.968520024005556,256,25.961395489054226,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.10769501901813783,38.655824494187485,31.984277011360973,73.88490199809894,451.1405080265831,1.0,low,2.0
chat_0025,baseline_full_fp16_tp1,chat,chat,128,128,9.900781687290626,1782479577.0929835,0.12188082400825806,4.712259640014963,128,27.88440891929496,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.12185158400097862,36.12395021266956,31.89738598302938,63.627570983953774,128.77358801779337,1.0,low,2.0
chat_0030,baseline_full_fp16_tp1,chat,chat,512,64,12.226273929455626,1782479579.419199,0.16306229098699987,2.3865997629764024,64,28.7829644457213,ok,,0.0856993555129768,0,0,0,0,0.0,0.0,0.16303274998790585,35.24610395256859,31.70473501086235,62.89093298255466,106.27253499114886,1.0,low,2.0
chat_0017,baseline_full_fp16_tp1,chat,chat,256,256,5.576888287917307,1782479572.7688215,0.11788807000266388,10.145253861992387,256,25.530134764257173,ok,,0.047030134122975076,0,0,0,0,0.0,0.0,0.1178643599851057,39.29041345882248,31.908786011626944,64.29507798748091,451.11371800885536,1.0,low,2.0
chat_0028,baseline_full_fp16_tp1,chat,chat,256,128,10.940584226274991,1782479578.1331356,0.10327757100458257,5.05759224499343,128,25.83606581794771,ok,,0.047030134122975076,0,0,0,0,0.0,0.0,0.10324764100369066,38.988332543247125,31.77091499674134,79.61146399611607,206.4027620072011,1.0,low,2.0
chat_0020,baseline_full_fp16_tp1,chat,chat,512,256,7.2285002503512645,1782479574.420933,0.15551420897827484,10.165678757999558,256,25.574005177070713,ok,,0.047030134122975076,0,0,0,0,0.0,0.0,0.15548431797651574,39.24491090195564,31.8208459939342,76.88416499877349,451.21569899492897,1.0,low,2.0
chat_0033,baseline_full_fp16_tp1,chat,chat,1024,64,15.072732949538855,1782479582.2656517,0.22947278298670426,2.6959749099914916,64,25.947676792688927,ok,,0.047030134122975076,0,0,0,0,0.0,0.0,0.2294395019998774,39.11191920633428,31.298040004912764,76.8781160004437,206.3717719865963,1.0,low,2.0
chat_0031,baseline_full_fp16_tp1,chat,chat,512,128,12.88044414467876,1782479580.0725899,0.17322863198933192,4.919689025002299,128,26.967464047192422,ok,,0.047030134122975076,0,0,0,0,0.0,0.0,0.17320369099616073,37.35586368514584,31.353811005828902,63.56409101863392,206.38835200225003,1.0,low,2.0
chat_0023,baseline_full_fp16_tp1,chat,chat,1024,256,8.119835898130932,1782479575.3118215,0.3429222929989919,9.771130768989678,256,27.152560388531324,ok,,0.047030134122975076,0,0,0,0,0.0,0.0,0.34289920298033394,36.96199660394888,31.78912599105388,63.62663101754151,206.44904300570488,1.0,low,2.0
chat_0036,baseline_full_fp16_tp1,chat,chat,128,64,16.59632715599934,1782479583.7891939,0.10805676301242784,2.215470032009762,64,30.368984072331454,ok,,0.047030134122975076,0,0,0,0,0.0,0.0,0.10802728301496245,33.414211491906336,31.168979010544717,62.08879500627518,79.71629599342123,1.0,low,2.0
chat_0026,baseline_full_fp16_tp1,chat,chat,128,256,9.949448012960605,1782479577.142303,0.13240612798836082,10.333073401008733,256,25.096397436380606,ok,,0.09754398188468905,0,0,0,0,0.0,0.0,0.13237434698385186,39.986485721630174,31.582133000483736,76.90064600319602,698.0042850191239,1.0,low,2.0
chat_0034,baseline_full_fp16_tp1,chat,chat,1024,128,15.310570290963348,1782479582.5033808,0.2433246330183465,5.686601090012118,128,23.51524876814583,ok,,0.09754398188468905,0,0,0,0,0.0,0.0,0.24329555299482308,42.83097044080789,31.220949022099376,76.87838602578267,698.4035990026314,1.0,low,2.0
chat_0039,baseline_full_fp16_tp1,chat,chat,256,64,18.49797319690889,1782479585.6905963,0.09727875699172728,3.179689534998033,64,20.762969185241108,ok,,0.09754398188468905,0,0,0,0,0.0,0.0,0.09724883700255305,48.86991522249041,32.42647199658677,105.7771889900323,698.2440580031835,1.0,low,2.0
chat_0029,baseline_full_fp16_tp1,chat,chat,256,256,11.403408959752998,1782479578.5961707,0.11649288501939736,10.306367964018136,256,25.122977270606015,ok,,0.09754398188468905,0,0,0,0,0.0,0.0,0.11646346500492655,39.94413723132811,31.5771629975643,76.43909100443125,698.0218950193375,1.0,low,2.0
