request_id,strategy_name,workload_name,task_type,prompt_token_len,target_output_tokens,arrival_time,send_time,ttft_s,e2e_s,output_tokens,tokens_per_second,status,error,kv_cache_usage_pct,num_waiting_seqs,num_running_seqs,num_preemptions,num_preemptions_delta,spec_draft_acceptance_rate,spec_decode_efficiency,ttfb_s,itl_mean_ms,itl_p50_ms,itl_p95_ms,itl_max_ms,completion_ratio,rate_label,effective_rps
chat_0000,baseline_full_fp16_tp1,chat,chat,128,64,0.25501507181870026,1782771565.0645552,0.12918850703863427,3.675949290045537,64,18.04463393940584,ok,,0.0,0,0,0,0,0.0,0.0,0.12910364603158087,56.204094460034476,27.89614797802642,123.04981396300718,1030.5868979776278,1.0,med,4.0
chat_0003,baseline_full_fp16_tp1,chat,chat,256,64,0.4048998440156547,1782771565.2139897,0.12260452803457156,3.527024757990148,64,18.799089324185786,ok,,0.0,0,0,0,0,0.0,0.0,0.12257566803600639,53.939696094612515,27.97672903398052,107.82961797667667,1030.7607090217061,1.0,med,4.0
chat_0006,baseline_full_fp16_tp1,chat,chat,512,64,1.5774132893051687,1782771566.3867168,0.16489642503438517,4.43309024599148,64,14.994633019183913,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.16486851498484612,67.64944341211091,34.925671003293246,147.87221601000056,980.6292139692232,1.0,med,4.0
chat_0009,baseline_full_fp16_tp1,chat,chat,1024,64,1.7447254746077725,1782771566.5538092,0.5697268710355274,4.2665031250217,64,17.312381275710116,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.5697063709958456,58.573902459881666,34.86506000626832,147.8910960140638,506.9536999799311,1.0,med,4.0
chat_0012,baseline_full_fp16_tp1,chat,chat,128,64,1.9891071314843438,1782771566.7983334,0.5453715859912336,4.022218296013307,64,18.40748394673796,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.5453544760239311,55.08195698475613,34.73695897264406,147.92125701205805,506.8966789986007,1.0,med,4.0
chat_0015,baseline_full_fp16_tp1,chat,chat,256,64,2.5037353626415073,1782771567.3129284,0.15186997002456337,3.507944226032123,64,19.069899864532626,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.15184216003399342,53.16172849150404,34.565337002277374,122.9789339704439,506.9861299707554,1.0,med,4.0
chat_0018,baseline_full_fp16_tp1,chat,chat,512,64,3.202878667514428,1782771568.0124445,0.23913721600547433,3.674591724004131,64,18.629267204962513,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.23910831596003845,54.43911136512364,35.24138400098309,121.58280302537605,507.0769209996797,1.0,med,4.0
chat_0001,baseline_full_fp16_tp1,chat,chat,128,128,0.26134728157938497,1782771565.0711815,0.17825795197859406,7.075738988001831,128,18.557499372814338,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.17822643200634047,54.265563110417624,34.35645595891401,119.22429199330509,1030.5669369990937,1.0,med,4.0
chat_0021,baseline_full_fp16_tp1,chat,chat,1024,64,3.9136976104190033,1782771568.72261,0.5518331690109335,3.4247971500153653,64,22.27664545158155,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.5518037689616904,45.50609804712059,35.36568395793438,105.97496398258954,147.84171601058915,1.0,med,4.0
chat_0004,baseline_full_fp16_tp1,chat,chat,256,128,0.7382980122176754,1782771565.5479767,0.09495813300600275,7.4815362020162866,128,17.328727700992204,ok,,0.10462215700660304,0,0,0,0,0.0,0.0,0.09493006201228127,58.11051859045548,34.390255983453244,121.32349098101258,1030.761189002078,1.0,med,4.0
